House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
26,Wells Lane,Tracey,Gill,34,Head,Single,Female,Unemployed,None,None
26,Wells Lane,George,Gill,12,Son,NA,Male,Student,None,NA
27,Wells Lane,Suzanne,Holden,49,Head,Divorced,Female,Transport planner,None,Christian
27,Wells Lane,Simon,Holden,10,Son,NA,Male,Student,None,NA
28,Wells Lane,Danielle,Gray,39,Head,Single,Female,Technical author,None,Catholic
28,Wells Lane,Irene,Gray,14,Daughter,NA,Female,Student,None,NA
29,Wells Lane,Terence,Taylor,45,Head,Divorced,Male,"Engineer, drilling",None,Methodist
29,Wells Lane,Jodie,Taylor,18,Daughter,Divorced,Female,Student,None,Methodist
29,Wells Lane,Beverley,Taylor,11,Daughter,NA,Female,Student,None,NA
30,Wells Lane,Carolyn,O'Brien,54,Head,Divorced,Female,Unemployed,None,Christian
30,Wells Lane,John,O'Brien,22,Son,Single,Male,University Student,None,Christian
30,Wells Lane,Vincent,O'Brien,18,Son,Single,Male,Student,None,None
31,Wells Lane,Emma,Simmons,52,Head,Single,Female,Make,None,Christian
32,Wells Lane,Brandon,Williams,28,Head,Married,Male,Radio broadcast assistant,None,None
32,Wells Lane,Sophie,Williams,25,Wife,Married,Female,Community education officer,None,None
33,Wells Lane,Sharon,Saunders,56,Head,Married,Female,Chartered accountant,None,Christian
33,Wells Lane,Clive,Saunders,58,Husband,Married,Male,"Editor, magazine features",None,Christian
33,Wells Lane,Pamela,Saunders,29,Daughter,Single,Female,Unemployed,None,Christian
33,Wells Lane,Julia,Saunders,2,Daughter,NA,Female,Child,None,NA
34,Wells Lane,Oliver,Sullivan,27,Head,Married,Male,Product manager,None,None
34,Wells Lane,Emma,Sullivan,26,Wife,Married,Female,Archivist,None,None
35,Wells Lane,Timothy,Tucker,49,Head,Married,Male,"Horticulturist, commercial",None,None
35,Wells Lane,Shannon,Tucker,49,Wife,Married,Female,"Nurse, learning disability",None,None
35,Wells Lane,Rosemary,Tucker,13,Daughter,NA,Female,Student,None,NA
36,Wells Lane,Ann,Richardson,40,Head,Married,Female,Financial adviser,None,None
36,Wells Lane,Wayne,Richardson,45,Husband,Married,Male,"Engineer, agricultural",None,None
36,Wells Lane,Jonathan,Richardson,10,Son,NA,Male,Student,None,NA
36,Wells Lane,Donna,Richardson,8,Daughter,NA,Female,Student,None,NA
37,Wells Lane,Howard,Hawkins,37,Head,Single,Male,Unemployed,None,Catholic
38,Wells Lane,Amber,Evans,39,Head,Married,Female,Engineering geologist,None,None
38,Wells Lane,Edward,Evans,42,Husband,Married,Male,Chief Marketing Officer,None,None
38,Wells Lane,Luke,Evans,11,Son,NA,Male,Student,None,NA
38,Wells Lane,Rachel,Evans,9,Daughter,NA,Female,Student,None,NA
38,Wells Lane,Beth,Evans,8,Daughter,NA,Female,Student,None,NA
39,Wells Lane,Leanne,Weston,75,Head,Married,Female,Retired Research scientist (medical),None,Jewish
39,Wells Lane,Matthew,Weston,83,Husband,Married,Male,"Retired Pharmacist, hospital",None,None
40,Wells Lane,Adrian,Kelly,31,Head,Single,Male,Financial manager,None,Sikh
40,Wells Lane,Abbie,Lee,29,Partner,Single,Female,Toxicologist,None,None
41,Wells Lane,Karen,Barton,34,Head,Divorced,Female,Youth worker,None,None
41,Wells Lane,Robert,Barton,2,Son,NA,Male,Child,None,NA
42,Wells Lane,Joseph,Cook,41,Head,Married,Male,Actuary,None,Catholic
42,Wells Lane,Francesca,Cook,43,Wife,Married,Female,Tax inspector,None,Catholic
43,Wells Lane,Joel,Wilkinson,87,Head,Divorced,Male,Retired Restaurant manager,None,Christian
44,Wells Lane,Sam,Miller,84,Head,Widowed,Male,"Retired Editor, film/video",None,None
45,Wells Lane,Rebecca,Gray,35,Head,Married,Female,Event organiser,None,Christian
45,Wells Lane,Anthony,Gray,36,Husband,Married,Male,Drilling engineer,None,Christian
45,Wells Lane,Sophie,Gray,9,Daughter,NA,Female,Student,None,NA
45,Wells Lane,Rachel,Gray,9,Daughter,NA,Female,Student,None,NA
46,Wells Lane,Kayleigh,Watkins,63,Head,Divorced,Female,"Editor, commissioning",None,Christian
46,Wells Lane,Beth,Watkins,32,Daughter,Divorced,Female,"Physicist, medical",None,Christian
46,Wells Lane,Abigail,Watkins,31,Daughter,Single,Female,Landscape architect,None,Christian
46,Wells Lane,Peter,Watkins,28,Son,Single,Male,Marine scientist,None,None
46,Wells Lane,Kate,Watkins,24,Daughter,Single,Female,"Development worker, international aid",None,Christian
47,Wells Lane,Molly,Ahmed,27,Head,Married,Female,Unemployed,None,Christian
47,Wells Lane,Leonard,Ahmed,27,Husband,Married,Male,Health physicist,None,Christian
47,Wells Lane,Terence,Holden,59,Lodger,Single,Male,Investment analyst,None,None
47,Wells Lane,Dennis,Brown,37,Lodger,Single,Male,Editorial assistant,None,Methodist
47,Wells Lane,Victoria,Moore,57,Lodger,Divorced,Female,Pensions consultant,None,None
48,Wells Lane,Jane,Rose,45,Head,Divorced,Female,Osteopath,None,Christian
48,Wells Lane,Frank,Rose,9,Son,NA,Male,Student,None,NA
49,Wells Lane,Kim,Palmer,38,Head,Married,Female,Chief of Staff,None,Catholic
49,Wells Lane,Oliver,Palmer,35,Husband,Married,Male,Pensions consultant,None,None
49,Wells Lane,Mary,Palmer,18,Daughter,Single,Female,Student,None,None
49,Wells Lane,Jason,Palmer,15,Son,NA,Male,Student,None,NA
50,Wells Lane,Abbie,Grant,58,Head,Divorced,Female,Chartered public finance accountant,None,Christian
50,Wells Lane,Jordan,Bell-Grant,31,Son,Single,Male,"Engineer, maintenance",None,Christian
50,Wells Lane,Leah,Bell-Grant,30,Daughter,Single,Female,Toxicologist,None,Christian
50,Wells Lane,Gordon,Bell-Grant,25,Son,Single,Male,Equality and diversity officer,None,Christian
51,Wells Lane,Pamela,Khan,39,Head,Married,Female,Podiatrist,None,Muslim
51,Wells Lane,Gareth,Khan,40,Husband,Married,Male,"Psychologist, sport and exercise",None,None
51,Wells Lane,Marion,Khan,14,Daughter,NA,Female,Student,None,NA
52,Wells Lane,Julie,Charlton,67,Head,Divorced,Female,Insurance claims handler,None,Christian
52,Wells Lane,Jake,Charlton,31,Son,Divorced,Male,"Surveyor, mining",None,None
53,Wells Lane,Jessica,Singh,36,Head,Married,Female,Camera operator,None,Christian
53,Wells Lane,Roger,Singh-Hodgson,34,Husband,Married,Male,Unemployed,None,Christian
53,Wells Lane,Matthew,Singh-Hodgson,10,Son,NA,Male,Student,None,NA
53,Wells Lane,Rita,Singh-Hodgson,10,Daughter,NA,Female,Student,None,NA
54,Wells Lane,Susan,Spencer,58,Head,Divorced,Female,Unemployed,None,Christian
54,Wells Lane,Sean,Spencer,32,Son,Single,Male,Product/process development scientist,None,None
55,Wells Lane,Amy,Gibbs,37,Head,Single,Female,"Journalist, magazine",None,None
55,Wells Lane,Gerald,Simpson,33,Partner,Single,Male,Visual merchandiser,None,None
56,Wells Lane,Julia,Wallace,81,Head,Married,Female,Retired Medical illustrator,None,None
56,Wells Lane,Ryan,Wallace,83,Husband,Married,Male,Retired Risk analyst,None,None
57,Wells Lane,Marian,Walker,25,Head,Married,Female,Heritage manager,None,Methodist
57,Wells Lane,Toby,Walker,29,Husband,Married,Male,Chief Financial Officer,None,Methodist
58,Wells Lane,Hazel,Warren,34,Head,Married,Female,Community arts worker,None,None
58,Wells Lane,Michael,Warren,40,Husband,Married,Male,Chief Technology Officer,None,None
58,Wells Lane,Edward,Potts,35,Lodger,Divorced,Male,Lexicographer,None,None
59,Wells Lane,Abbie,Mills,68,Head,Married,Female,Retired Production manager,None,Christian
59,Wells Lane,Mohamed,Mills,71,Husband,Married,Male,Retired Aeronautical engineer,None,Christian
1,August Street,Jayne,Simmons,46,Head,Married,Female,Architect,None,None
1,August Street,Connor,Simmons-Jackson,48,Husband,Married,Male,Research scientist (physical sciences),None,None
1,August Street,Conor,Simmons-Jackson,11,Son,NA,Male,Student,None,NA
2,August Street,Martin,Hughes,75,Head,Married,Male,Retired Social worker,None,Methodist
2,August Street,Andrea,Hughes,72,Wife,Married,Female,Retired Social researcher,None,Methodist
3,August Street,Jill,Lewis,52,Head,Single,Female,Make,None,Christian
3,August Street,Samuel,Lewis,22,Son,Divorced,Male,University Student,None,Christian
3,August Street,Cameron,Lewis,19,Son,Single,Male,University Student,None,None
3,August Street,Brandon,Lewis,17,Son,NA,Male,Student,None,NA
3,August Street,Diane,Lewis,14,Daughter,NA,Female,Student,None,NA
4,August Street,Lindsey,Moore,31,Head,Single,Female,Museum education officer,None,None
4,August Street,Kayleigh,Bailey,42,None,Single,Female,"Designer, fashion/clothing",None,None
4,August Street,Sylvia,Freeman,24,None,Single,Female,Unemployed,None,None
5,August Street,Charlotte,Watts,62,Head,Divorced,Female,"Loss adjuster, chartered",None,Methodist
5,August Street,Jonathan,Watts,26,Son,Single,Male,Social researcher,None,Methodist
6,August Street,Alison,Jones,46,Head,Divorced,Female,Ecologist,None,Methodist
6,August Street,Roy,Jones,7,Son,NA,Male,Student,None,NA
6,August Street,Joshua,Jones,4,Son,NA,Male,Child,None,NA
6,August Street,Mitchell,Jones,1,Son,NA,Male,Child,None,NA
7,August Street,Karl,Warren,37,Head,Single,Male,Web designer,None,Catholic
7,August Street,Kathryn,Allen,35,Partner,Single,Female,Sports coach,None,Catholic
7,August Street,Leonard,Warren,9,Son,NA,Male,Student,None,NA
8,August Street,David,Howarth,30,Head,Divorced,Male,Retail buyer,None,None
9,August Street,Elliott,Moore,50,Head,Single,Male,Chartered certified accountant,None,Catholic
9,August Street,Shirley,McLean,54,None,Single,Female,Patent examiner,None,Christian
10,August Street,Charlie,Stephenson,26,Head,Married,Male,Landscape architect,None,None
10,August Street,Irene,Stephenson,24,Wife,Married,Female,"Therapist, music",None,None
11,August Street,Kate,Wright,55,Head,Single,Female,Manufacturing engineer,None,Methodist
11,August Street,Joel,Allan,55,Partner,Single,Male,Training and development officer,None,Methodist
12,August Street,Hollie,Powell,24,Head,Single,Female,Herbalist,None,None
12,August Street,Dylan,Ellis,42,None,Single,Male,Unemployed,None,None
13,August Street,Jayne,Ball,82,Head,Married,Female,Retired Television/film/video producer,None,Christian
13,August Street,Callum,Ball,86,Husband,Married,Male,Retired Secondary school teacher,None,None
14,August Street,Francesca,Begum,31,Head,Single,Female,Public relations officer,Unknown Infection,None
15,August Street,Teresa,Blake,42,Head,Single,Female,Contracting civil engineer,None,Jewish
15,August Street,Charlie,Davies,44,Partner,Single,Male,"Psychologist, clinical",None,Jewish
16,August Street,Cheryl,Ashton,67,Head,Married,Female,Mental health nurse,None,None
16,August Street,Mohammad,Ashton,66,Husband,Married,Male,Writer,None,None
16,August Street,Clive,Ashton,31,Son,Single,Male,"Engineer, petroleum",None,None
17,August Street,Norman,Ward,67,Head,Widowed,Male,Fish farm manager,None,Christian
18,August Street,Hollie,Bishop,39,Head,Divorced,Female,Academic librarian,None,Catholic
18,August Street,Amy,Bishop,8,Daughter,NA,Female,Student,None,NA
18,August Street,Hannah,Bishop,5,Daughter,NA,Female,Student,None,NA
18,August Street,Frances,Payne-Bishop,2,Daughter,NA,Female,Child,None,NA
19,August Street,Holly,Wong,74,Head,Married,Female,Retired Leisure centre manager,None,None
19,August Street,Charles,Wong,75,Husband,Married,Male,Retired Corporate investment banker,None,None
20,August Street,Lewis,Foster,33,Head,Single,Male,Technical brewer,None,None
20,August Street,Dawn,Thompson,34,Partner,Single,Female,Research scientist (life sciences),None,None
21,August Street,Danielle,McCarthy,25,Head,Single,Female,"Engineer, drilling",None,None
21,August Street,Jeremy,Stevenson,25,Partner,Single,Male,Printmaker,None,None
22,August Street,Barbara,Harris,54,Head,Married,Female,Community development worker,None,Christian
22,August Street,Geoffrey,Harris,54,Husband,Married,Male,Operational researcher,None,None
22,August Street,Angela,Harris,26,Daughter,Widowed,Female,Unemployed,None,Christian
22,August Street,Lucy,Harris,22,Daughter,Single,Female,University Student,None,None
22,August Street,Connor,Harris,15,Son,NA,Male,Student,None,NA
23,August Street,Elizabeth,Vincent,38,Head,Single,Female,"Surveyor, land/geomatics",None,None
23,August Street,Mohammed,Frost,44,Partner,Single,Male,Software engineer,None,None
23,August Street,Geoffrey,Vincent,2,Son,NA,Male,Child,None,NA
23,August Street,Jane,Vincent,1,Daughter,NA,Female,Child,None,NA
24,August Street,Stephanie,Clark,20,Head,Single,Female,University Student,None,None
24,August Street,Jade,Finch,55,None,Single,Female,Production engineer,None,Methodist
24,August Street,Danny,Patel,35,None,Single,Male,Estate agent,None,None
24,August Street,Justin,Martin,31,None,Single,Male,Advertising account planner,None,Catholic
25,August Street,Harriet,Barnett,19,Head,Single,Female,University Student,None,None
25,August Street,Grace,Naylor,24,None,Single,Female,Public relations account executive,None,Sikh
25,August Street,Leah,Bradley,33,None,Single,Female,Prison officer,None,None
25,August Street,Alex,Slater,42,None,Single,Male,Medical technical officer,None,Christian
25,August Street,Michelle,Smith,18,None,Single,Female,Student,None,NA
26,August Street,Megan,Evans,33,Head,Married,Female,Firefighter,None,Methodist
26,August Street,Nicholas,Evans,37,Husband,Married,Male,"Librarian, academic",None,None
27,August Street,Leah,Franklin,57,Head,Single,Female,Actor,None,Christian
27,August Street,Damian,Poole,58,None,Single,Male,"Accountant, chartered management",None,Jewish
28,August Street,Chelsea,Campbell,41,Head,Married,Female,Systems analyst,None,Christian
28,August Street,Arthur,Campbell,40,Husband,Married,Male,"Engineer, site",None,None
28,August Street,Allan,Roberts,17,Nephew,NA,Male,Student,None,NA
28,August Street,Shaun,Matthews,16,Nephew,NA,Male,Student,None,NA
28,August Street,Gary,Matthews,14,Nephew,NA,Male,Student,None,NA
29,August Street,Gregory,Henderson,68,Head,Married,Male,Retired Speech and language therapist,None,Christian
29,August Street,Cheryl,Henderson,66,Wife,Married,Female,Equities trader,None,None
30,August Street,Irene,Barry,62,Head,Single,Female,Industrial buyer,None,Methodist
30,August Street,Dean,Davies,23,None,Single,Male,Contractor,None,Muslim
31,August Street,Claire,Ellis,44,Head,Single,Female,"Conservation officer, nature",None,None
31,August Street,Tina,Ellis,11,Daughter,NA,Female,Student,None,NA
31,August Street,Lee,Ellis,7,Son,NA,Male,Student,None,NA
31,August Street,Sean,Ellis,5,Son,NA,Male,Student,None,NA
32,August Street,Amy,Wheeler,61,Head,Divorced,Female,Unemployed,None,Catholic
32,August Street,Sian,Wheeler,33,Daughter,Single,Female,Ergonomist,None,None
32,August Street,Howard,Wheeler,32,Son,Single,Male,Ophthalmologist,None,None
32,August Street,Hayley,Wheeler,28,Daughter,Single,Female,Company secretary,None,None
33,August Street,Jodie,Patel,67,Head,Married,Female,Writer,None,Christian
33,August Street,Michael,Patel,74,Husband,Married,Male,Retired Furniture designer,None,Christian
33,August Street,Steven,Patel,38,Son,Single,Male,"Psychologist, forensic",None,None
34,August Street,Billy,Evans,68,Head,Widowed,Male,Retired Financial adviser,None,Catholic
35,August Street,Michelle,Bibi,52,Head,Single,Female,Adult nurse,None,Catholic
35,August Street,Glenn,Bibi,11,Son,NA,Male,Student,None,NA
36,August Street,Valerie,Wallace,80,Head,Widowed,Female,Retired Armed forces technical officer,None,Christian
37,August Street,Alexandra,Walker,77,Head,Widowed,Female,Retired Social researcher,None,None
38,August Street,Jayne,Davies,78,Head,Widowed,Female,Retired Commercial art gallery manager,None,None
39,August Street,Steven,Smith,53,Head,Married,Male,Animal nutritionist,None,None
39,August Street,Hannah,Smith,47,Wife,Married,Female,Event organiser,None,None
1,Paperloom Crescent,Sophie,Taylor,89,Head,Widowed,Female,Retired Event organiser,None,Christian
2,Paperloom Crescent,Nicole,Smith,79,Head,Married,Female,Retired Manufacturing systems engineer,None,Sikh
2,Paperloom Crescent,Ian,Smith,79,Husband,Married,Male,Retired Sports administrator,None,Sikh
3,Paperloom Crescent,Hannah,Morrison,44,Head,Single,Female,Civil Service fast streamer,None,None
3,Paperloom Crescent,Alison,Johnston,50,None,Single,Female,Cabin crew,None,None
3,Paperloom Crescent,Anna,Ellis,50,None,Single,Female,Research scientist (medical),None,None
4,Paperloom Crescent,Marc,Ali,70,Head,Widowed,Male,Retired Arboriculturist,None,Christian
5,Paperloom Crescent,Jayne,Moore,37,Head,Single,Female,Higher education lecturer,None,None
5,Paperloom Crescent,Mohammad,Murphy,39,Partner,Single,Male,"Presenter, broadcasting",None,None
5,Paperloom Crescent,Francesca,Moore,2,Daughter,NA,Female,Child,None,NA
6,Paperloom Crescent,Norman,Harrison,68,Head,Divorced,Male,Unemployed,None,Catholic
7,Paperloom Crescent,Lynn,Kelly,86,Head,Widowed,Female,Retired Human resources officer,None,None
1,Ranger Road,Gary,Richardson,63,Head,Single,Male,Scientific laboratory technician,None,Methodist
2,Ranger Road,Sarah,Fuller,50,Head,Married,Female,Minerals surveyor,None,None
2,Ranger Road,Owen,Fuller,54,Husband,Married,Male,"Editor, magazine features",None,None
2,Ranger Road,Simon,Fuller,27,Son,Divorced,Male,Chiropractor,None,None
2,Ranger Road,Jamie,Fuller,2,Son,NA,Male,Child,None,NA
3,Ranger Road,Deborah,Hargreaves,54,Head,Married,Female,"Engineer, electrical",None,None
3,Ranger Road,Gerard,Hargreaves,54,Husband,Married,Male,Geophysicist/field seismologist,None,None
3,Ranger Road,Ashley,Hargreaves,2,Son,NA,Male,Child,None,NA
3,Ranger Road,Gail,Reid,41,Lodger,Single,Female,"Horticulturist, amenity",None,Catholic
3,Ranger Road,Bruce,Kirby,21,Lodger,Single,Male,University Student,None,None
4,Ranger Road,Charlie,Hughes,23,Head,Married,Male,Music tutor,None,None
4,Ranger Road,Chloe,Hughes,21,Wife,Married,Female,University Student,None,None
5,Ranger Road,Lynn,Page,67,Head,Married,Female,Media planner,None,Christian
5,Ranger Road,Joshua,Page,74,Husband,Married,Male,Retired Recruitment consultant,None,Christian
6,Ranger Road,Adam,Welch,57,Head,Married,Male,Personal assistant,None,Catholic
6,Ranger Road,Kate,Welch,62,Wife,Married,Female,Unemployed,None,Catholic
7,Ranger Road,Tina,Evans,47,Head,Single,Female,Counsellor,None,Catholic
7,Ranger Road,Gerard,Evans,3,Son,NA,Male,Child,None,NA
8,Ranger Road,Bruce,Watson,23,Head,Single,Male,Chartered management accountant,None,None
9,Ranger Road,Sian,Scott,29,Head,Single,Female,Clothing/textile technologist,None,Sikh
9,Ranger Road,Christian,Allen,35,None,Single,Male,"Accountant, chartered certified",None,Christian
9,Ranger Road,Denise,Poole,31,None,Single,Female,Garment/textile technologist,None,Catholic
9,Ranger Road,Bethan,Jackson,43,None,Single,Female,Geochemist,None,Methodist
10,Ranger Road,Emma,Ball,40,Head,Single,Female,Careers adviser,None,None
10,Ranger Road,Douglas,Kelly,42,Partner,Single,Male,Community arts worker,None,None
10,Ranger Road,Phillip,Davis-Ball,1,Son,NA,Male,Child,None,NA
10,Ranger Road,Carol,Patel,26,Sibling,Single,Female,Sales promotion account executive,None,None
10,Ranger Road,Wendy,Taylor,40,Lodger,Divorced,Female,Television floor manager,None,Catholic
11,Ranger Road,Barbara,Coles,39,Head,Single,Female,Unemployed,None,Catholic
11,Ranger Road,Joan,Coles,20,Daughter,Single,Female,University Student,None,Catholic
11,Ranger Road,Graham,Coles,19,Son,Single,Male,Building control surveyor,None,None
11,Ranger Road,Tony,Coles,11,Son,NA,Male,Student,None,NA
11,Ranger Road,Elliot,Coles,4,Son,NA,Male,Child,None,NA
12,Ranger Road,Melanie,Marshall,73,Head,Widowed,Female,Retired Agricultural engineer,None,Christian
13,Ranger Road,Lynda,Hartley,73,Head,Married,Female,Retired Teaching laboratory technician,None,Methodist
13,Ranger Road,Mathew,Hartley,76,Husband,Married,Male,Retired Curator,None,Methodist
14,Ranger Road,Gillian,O'Brien,29,Head,Single,Female,"Psychologist, prison and probation services",None,Christian
14,Ranger Road,Graham,Hanson,31,Partner,Single,Male,"Sound technician, broadcasting/film/video",None,Christian
15,Ranger Road,Zoe,Pritchard,41,Head,Married,Female,Retail merchandiser,None,Christian
15,Ranger Road,Carl,Pritchard,42,Husband,Married,Male,"Designer, furniture",None,Catholic
15,Ranger Road,Nicola,Wilson,34,Lodger,Single,Female,Medical physicist,None,Christian
16,Ranger Road,Brandon,Thornton,57,Head,Single,Male,Homeopath,None,None
17,Ranger Road,Janice,Parker,68,Head,Married,Female,Retired Location manager,None,Christian
17,Ranger Road,Cameron,Parker,67,Husband,Married,Male,Tourist information centre manager,None,Christian
17,Ranger Road,Damien,Bradley,13,Grandson,NA,Male,Student,None,NA
17,Ranger Road,Hazel,Bradley,10,Granddaughter,NA,Female,Student,None,NA
17,Ranger Road,Marc,Lee,7,Grandson,NA,Male,Student,None,NA
18,Ranger Road,Hayley,Turnbull,53,Head,Married,Female,Secondary school teacher,None,Christian
18,Ranger Road,Joseph,Turnbull,49,Husband,Married,Male,Unemployed,None,None
18,Ranger Road,Marian,Turnbull,14,Daughter,NA,Female,Student,None,NA
18,Ranger Road,Adrian,Turnbull,13,Son,NA,Male,Student,None,NA
18,Ranger Road,Roy,Turnbull,12,Son,NA,Male,Student,None,NA
19,Ranger Road,Mark,Hutchinson,84,Head,Widowed,Male,Retired Clinical biochemist,None,Jewish
20,Ranger Road,Mandy,Taylor,73,Head,Widowed,Female,Retired Orthoptist,None,None
20,Ranger Road,Hannah,Taylor,42,Daughter,Single,Female,"Teacher, secondary school",None,None
21,Ranger Road,Pamela,Ward,27,Head,Married,Female,Quality manager,None,None
21,Ranger Road,Louis,Ward,27,Husband,Married,Male,"Accountant, chartered certified",None,None
22,Ranger Road,Anne,Parry,25,Head,Single,Female,Television/film/video producer,None,None
22,Ranger Road,Mohamed,Brown,20,Partner,Single,Male,University Student,None,None
22,Ranger Road,Hayley,Parry,8,Daughter,NA,Female,Student,None,NA
23,Ranger Road,Kate,Baldwin,36,Head,Married,Female,Counsellor,None,None
23,Ranger Road,Ian,Baldwin,40,Husband,Married,Male,Radio producer,None,None
23,Ranger Road,Abigail,Baldwin,12,Daughter,NA,Female,Student,None,NA
24,Ranger Road,Philip,Coleman,85,Head,Widowed,Male,"Retired Copywriter, advertising",None,Christian
25,Ranger Road,Shannon,Willis,50,Head,Married,Female,Chief Financial Officer,None,Catholic
25,Ranger Road,Gerald,Willis,49,Husband,Married,Male,"Programmer, multimedia",None,Catholic
25,Ranger Road,Deborah,Willis,31,Daughter,Widowed,Female,Pathologist,None,Catholic
25,Ranger Road,Stewart,Willis,29,Son,Divorced,Male,"Scientist, research (medical)",None,Catholic
25,Ranger Road,Christopher,Willis,10,Son,NA,Male,Student,None,NA
26,Ranger Road,Charlotte,Griffiths,42,Head,Married,Female,Homeopath,None,Methodist
26,Ranger Road,Kyle,Griffiths,39,Husband,Married,Male,Early years teacher,None,None
27,Ranger Road,Abigail,Murphy,75,Head,Married,Female,"Retired Engineer, maintenance (IT)",None,Christian
27,Ranger Road,David,Murphy,78,Husband,Married,Male,Retired Control and instrumentation engineer,None,Christian
28,Ranger Road,Alexander,Wood,38,Head,Single,Male,Unemployed,None,Catholic
28,Ranger Road,Iain,Wood,3,Son,NA,Male,Child,None,NA
29,Ranger Road,Michelle,Johnston,21,Head,Widowed,Female,University Student,None,Catholic
30,Ranger Road,Emma,Smith,44,Head,Divorced,Female,"Designer, blown glass/stained glass",None,None
30,Ranger Road,Daniel,Wilkinson-Smith,10,Son,NA,Male,Student,None,NA
31,Ranger Road,Sian,White,57,Head,Single,Female,Research scientist (maths),None,Christian
31,Ranger Road,Dean,Alexander,61,Partner,Single,Male,Writer,None,Christian
32,Ranger Road,Anna,Thompson,32,Head,Single,Female,Statistician,None,None
32,Ranger Road,Mohammed,Thompson,8,Son,NA,Male,Student,None,NA
32,Ranger Road,Diana,Thompson,8,Daughter,NA,Female,Student,None,NA
32,Ranger Road,Harriet,Thompson,7,Daughter,NA,Female,Student,None,NA
1,Lavendar Hollow,Leigh,Gibbs,86,Head,Widowed,Male,Retired Soil scientist,None,None
2,Lavendar Hollow,Abigail,Gregory,39,Head,Married,Female,Electronics engineer,None,None
2,Lavendar Hollow,Jake,Gregory,39,Husband,Married,Male,"Therapist, occupational",None,None
2,Lavendar Hollow,Tina,Gregory,31,Daughter,Divorced,Female,Nutritional therapist,None,None
3,Lavendar Hollow,Daniel,Patel,75,Head,Widowed,Male,Retired Legal executive,None,None
4,Lavendar Hollow,Rosemary,Abbott,47,Head,Married,Female,Lobbyist,None,Catholic
4,Lavendar Hollow,Bruce,Abbott,51,Husband,Married,Male,Media buyer,None,None
4,Lavendar Hollow,Trevor,Abbott,11,Son,NA,Male,Student,None,NA
5,Lavendar Hollow,Iain,Smith,39,Head,Single,Male,"Engineer, civil (consulting)",None,None
6,Lavendar Hollow,Douglas,Holland,26,Head,Married,Male,Commercial/residential surveyor,None,None
6,Lavendar Hollow,Abbie,Holland,25,Wife,Married,Female,Mining engineer,None,None
7,Lavendar Hollow,Timothy,Fletcher,18,Head,Single,Male,Student,None,NA
8,Lavendar Hollow,Kathryn,Dunn,73,Head,Widowed,Female,"Retired Engineer, structural",None,Christian
8,Lavendar Hollow,Jill,Dunn,14,Granddaughter,NA,Female,Student,None,NA
9,Lavendar Hollow,Brett,Pearce,39,Head,Divorced,Male,Telecommunications researcher,None,None
9,Lavendar Hollow,Alison,Pearce,9,Daughter,NA,Female,Student,None,NA
10,Lavendar Hollow,Debra,Stanley,43,Head,Married,Female,Education administrator,None,Christian
10,Lavendar Hollow,Francis,Stanley,44,Husband,Married,Male,Osteopath,None,Christian
10,Lavendar Hollow,Philip,Stanley,5,Son,NA,Male,Student,None,NA
11,Lavendar Hollow,Beth,Hooper,33,Head,Divorced,Female,Insurance account manager,None,None
11,Lavendar Hollow,Lynda,Hooper,33,Cousin,Single,Female,Arts development officer,None,None
12,Lavendar Hollow,Danny,Connor,92,Head,Widowed,Male,"Retired Administrator, local government",None,None
13,Lavendar Hollow,Matthew,Ahmed,44,Head,Single,Male,Quarry manager,None,None
14,Lavendar Hollow,Lawrence,Ahmed,66,Head,Widowed,Male,Corporate investment banker,None,None
14,Lavendar Hollow,Adrian,Ahmed,17,Grandson,NA,Male,Student,None,NA
15,Lavendar Hollow,Kelly,Gregory,101,Head,Widowed,Female,Retired Location manager,None,None
16,Lavendar Hollow,Sally,Hewitt,41,Head,Married,Female,Glass blower/designer,None,Christian
16,Lavendar Hollow,George,Hewitt,45,Husband,Married,Male,"Restaurant manager, fast food",None,Christian
16,Lavendar Hollow,Lee,Williams,18,Lodger,Single,Male,Student,None,NA
17,Lavendar Hollow,Aaron,Griffiths,52,Head,Single,Male,"Surveyor, building control",None,Christian
18,Lavendar Hollow,Zoe,Andrews,30,Head,Married,Female,Occupational psychologist,None,None
18,Lavendar Hollow,Arthur,Andrews,34,Husband,Married,Male,Electrical engineer,None,None
19,Lavendar Hollow,Paul,Ali,48,Head,Single,Male,Primary school teacher,None,Methodist
19,Lavendar Hollow,Bethany,Spencer,41,Partner,Single,Female,Customer service manager,None,None
20,Lavendar Hollow,Leigh,Stevenson,32,Head,Married,Male,Accounting technician,None,Christian
20,Lavendar Hollow,Dawn,Field,28,Wife,Married,Female,Unemployed,None,Christian
21,Lavendar Hollow,Robert,Reed,49,Head,Married,Male,Insurance underwriter,None,None
21,Lavendar Hollow,Julia,Reed,46,Wife,Married,Female,"Geologist, engineering",None,None
21,Lavendar Hollow,Ricky,Reed,11,Son,NA,Male,Student,None,NA
22,Lavendar Hollow,Lydia,Davies,36,Head,Married,Female,Production manager,None,Christian
22,Lavendar Hollow,Elliot,Davies,37,Husband,Married,Male,Firefighter,None,None
22,Lavendar Hollow,Donald,Davies,2,Son,NA,Male,Child,None,NA
23,Lavendar Hollow,Beverley,Scott,44,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,Catholic
